"","feature_id","cos.sim","feature_desc"
"6900","PheCode:117.2",0.0997650753129607,"Coccidioidomycosis"
"3140","RXNORM:35623",0.0989391072327307,"riluzole"
"6924","LOINC:26848-2",0.0987481917867784,"il-10 (group:interl10)"
"6631","LOINC:41421-9",0.0986666140012747,"paragonimus ab (group:paragab)"
"6506","LOINC:44423-2",0.0983026893166677,"hsv 7 dna (group:hsv7dna)"
"4062","PheCode:938.1",0.0982457677707871,"Acute dermatitis due to solar radiation"
"3983","LOINC:32219-8",0.0976637683524687,"soluble liver ab (group:solliver)"
"1038","CCS-PCS:221",0.0976608143369764,"nasogastric tube"
"6753","LOINC:X1360-7",0.0973409152740739,"hemolytic anemia panel (group:hanemiap)"
"4090","RXNORM:6026",0.0963527854351001,"isoflurane"
"124","LOINC:2571-8",0.095421455878277,"triglycerides (group:trig)"
"3368","RXNORM:3289",0.094256500000258,"dextromethorphan"
"795","LOINC:17057-1",0.0937781418218084,"legionella ag (group:legionag)"
"2405","RXNORM:29899",0.0936992681285861,"methylnaltrexone"
"106","LOINC:26511-6",0.0932992336444732,"neutrophils (group:neut)"
"3727","LOINC:33939-0",0.0930133922928722,"il-2 (pg/ml) (group:interl2)"
"1606","LOINC:X1614-7",0.0926182549702671,"interpretation (apcr) (group:apcint)"
"1605","LOINC:20990-8",0.0926182549702669,"apc/fap gene analysis (group:apc)"
"76","LOINC:2336-6",0.0925388136949186,"globulin (group:glob)"
"3728","LOINC:9654-5",0.0922535609845208,"il-2 receptor (soluble) (group:interl2-rs)"
"6287","PheCode:446.2",0.0920558124514534,"Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease)"
"1362","RXNORM:6813",0.0920505424957539,"methadone"
"884","PheCode:509.1",0.0905822759131336,"Respiratory failure"
"1601","RXNORM:612865",0.0904765624065677,"tocilizumab"
"6072","LOINC:12239-0",0.0894633861745787,"oligosaccharides, urine (group:oligo)"
"5320","RXNORM:214298",0.0892355052026825,"benzocaine/dextromethorphan"
"3644","RXNORM:1841",0.0885435180014093,"butorphanol"
"7051","PheCode:323.2",0.0884465706246339,"Acute (transverse) myelitis"
"21","LOINC:2157-6",0.0879145556217872,"cpk (group:cpk)"
"1056","LOINC:31159-7",0.0878778107813602,"heparin anti-xa (group:xaab)"
"1355","CCS-PCS:204",0.08780013433881,"swan-ganz catheterization for monitoring"
"6571","RXNORM:1482502",0.0871395243943913,"eslicarbazepine"
"7024","RXNORM:33910",0.0865239960759445,"isradipine"
"1327","LOINC:3247-4",0.0858654676846082,"d-dimer test (group:ddtest)"
"5820","LOINC:XID100-8",0.0846585732676218,"coccidioides ag interpretation, urine (group:coccagi)"
"2286","PheCode:647",0.0845991738355993,"Infectious and parasitic complications affecting pregnancy"
"6503","RXNORM:1658314",0.0841774620367194,"brexpiprazole"
"347","LOINC:X1655-0",0.0837197070944921,"specimen status (group:spstatus)"
"986","LOINC:43743-4",0.0835569859788336,"lymph#, atypical (auto) (group:aatyp)"
"1620","PheCode:609.2",0.0835309169641033,"Abnormal spermatozoa"
"5257","LOINC:14208-3",0.083393384933175,"filaria ab, igg4 (group:filar-igg4)"
"1321","LOINC:30313-1",0.0833563527907713,"hgb (bg) (group:hgb bg)"
"5907","RXNORM:10323",0.0833118136260258,"talc"
"5884","RXNORM:8124",0.083269051343571,"phenelzine sulfate"
"3313","PheCode:790.8",0.0832341480012207,"Elevated C-reactive protein (CRP)"
"6630","PheCode:972.1",0.0827340871946371,"Cardiac rhythm regulators causing adverse effects in therapeutic use"
"238","LOINC:1959-6",0.0826576320011722,"unspecified hco3 (group:hc03)"
"5312","LOINC:21759-6",0.0819082451637645,"fragile x gene (cgg repeats) (group:fragx)"
"4566","LOINC:14045-9",0.0808831974778774,"d-lactate (group:dlact)"
"4558","LOINC:20574-0",0.0807426343446015,"histoplasma yeast ab (group:hcyeast)"
"4557","LOINC:6816-3",0.0807426343446011,"histoplasma mycelial ab (group:hmycab)"
"810","CCS-PCS:93",0.0801324754681945,"other non-or upper gi therapeutic procedures"
"1018","LOINC:42250-1",0.0798177564276355,"lymphs, atypical (auto) (group:atypl)"
"1961","PheCode:204.3",0.0797160530079595,"Monocytic leukemia"
"1507","LOINC:X1174-2",0.0796603754059757,"hct (bg) (group:hct bg)"
"1413","PheCode:290.1",0.0796459903236584,"Dementias"
"202","LOINC:34200-6",0.0795820295356306,"nrbc#, auto (group:nrbca)"
"6056","LOINC:1874-7",0.0794305030597504,"apo b/a-1 ratio (group:apob/a)"
"4454","LOINC:XC199-0",0.079402886109084,"gaba-b receptor ab, csf (group:gaba-brab_csf)"
"4455","LOINC:53708-4",0.0794028861090838,"gad65 ab, csf (group:gad65-csf)"
"345","RXNORM:5521",0.0792470585181281,"hydroxychloroquine"
"245","PheCode:480",0.0790888064187263,"Pneumonia"
"1383","RXNORM:51272",0.0788265191411629,"quetiapine"
"5539","LOINC:X1656-8",0.0788053771502684,"reverse t3 (ng/ml) (group:rvt3)"
"879","LOINC:2744-1",0.0784074835817959,"arterial ph (group:aph)"
"1726","RXNORM:11295",0.0781504312870815,"water"
"5258","LOINC:13244-9",0.0775813950929764,"filarial ab, igg (group:filarigg)"
"4866","RXNORM:214427",0.0773656117718023,"citric acid/potassium citrate"
"3285","LOINC:3559-2",0.077315293513106,"digitoxin (group:digitx)"
"1673","RXNORM:66887",0.0772874143639334,"epinephrine,racemic"
"1328","RXNORM:691286",0.0771776999070577,"mineral oil/petrolatum"
"1508","LOINC:26881-3",0.0769744826175916,"il-6 (group:interl6)"
"343","RXNORM:4850",0.0767261032101796,"glucose"
"1349","CCS-PCS:62",0.0766494060733106,"other diagnostic cardiovascular procedures"
"88","LOINC:26474-7",0.0761853616947469,"abs lymphs (group:alymp)"
"348","LOINC:19145-2",0.0761058591902307,"misc test name (group:miscnam)"
"4453","LOINC:69048-7",0.0758472386510899,"interpretation (immunology) (group:imm-int)"
"5920","RXNORM:10734",0.0755162023702193,"tranylcypromine"
"1378","RXNORM:216544",0.0744075008078239,"dextrose/potassium chloride"
"3856","PheCode:519.1",0.0734247193957696,"Tracheostomy complications"
"4556","LOINC:14212-5",0.0733749388004836,"hev ab, igm (group:hbe-igm)"
"1511","LOINC:748-4",0.0733127105238483,"myelocyte# (group:amyelos)"
"330","PheCode:426.7",0.0731353461737095,"Abnormal electrocardiogram [ECG] [EKG]"
"1294","LOINC:2026-3",0.07306150523162,"co2, whole bld/plasma (group:co2pl)"
"90","LOINC:26449-9",0.072690926020055,"abs eos (group:aeosn)"
"103","LOINC:X2036-5",0.0721726959178608,"diff method (group:difmet)"
"888","LOINC:749-2",0.0721266306255161,"LOINC:MYELOCYTES/100 LEUKOCYTES"
"1061","PheCode:286.4",0.071886533406056,"Acquired coagulation factor deficiency"
"3758","LOINC:41746-9",0.0714136914523734,"blastomyces ag, urine (group:ublastag)"
"85","LOINC:26444-0",0.0711255343976664,"abs basos (group:abasop)"
"99","LOINC:26499-4",0.0710260912055354,"abs neuts (group:aneu)"
"3796","LOINC:XG12-5",0.070242260011939,"app gene analysis (group:app)"
"1368","CCS-PCS:223",0.0701693089841354,"enteral and parenteral nutrition"
"2786","PheCode:420.1",0.0698771263408242,"Myocarditis"
"3519","RXNORM:1886",0.0696662495380156,"caffeine"
"346","RXNORM:67108",0.0696456225472405,"enoxaparin"
"6226","LOINC:X1425-8",0.0694416734439271,"report status (hsv) (group:rstatus)"
"868","LOINC:3177-3",0.0689313119161344,"at iii functional (group:atiiif)"
"75","LOINC:1968-7",0.068022460045132,"direct bilirubin (group:dbili)"
"1320","LOINC:X1524-8",0.0674565084746932,"test site (bg) (group:tsite)"
"3148","RXNORM:817958",0.067250793837262,"aspirin/calcium carbonate"
"100","LOINC:26450-7",0.0671991476479865,"eosinophils (group:eosp)"
"1348","PheCode:797",0.0666051953978794,"Shock"
"4451","LOINC:51748-2",0.0660272653528759,"yo (purkinje) tr ab titer (group:yotrabtitr)"
"3604","PheCode:913",0.0659820701392291,"Toxic effect of venom"
"2303","PheCode:870.5",0.0659331429108472,"Open wound of lip and mouth"
"4835","LOINC:19074-4",0.0657831359472389,"carnitine, esterified (group:ecar)"
"3850","RXNORM:689963",0.0655064864095447,"potassium acetate/potassium bicarbonate/potassium citrate"
"4837","LOINC:17867-3",0.0654620112702213,"carnitine, free, ur (group:carcre)"
"4836","LOINC:40869-0",0.0654620112702211,"carnitine esters/free (group:ecar/fcar)"
"1500","LOINC:25160-3",0.0654240909185748,"LOINC:GRANULAR CASTS"
"237","LOINC:3151-8",0.0654204784155072,"fio2 (group:fio2)"
"4446","LOINC:24400-4",0.0654191410655057,"anna-1 (hu), csf (group:csfanna1)"
"4452","LOINC:35142-9",0.0654191410655057,"amphiphysin ab, csf (group:ampcsf)"
"4457","LOINC:53713-4",0.0654191410655056,"pca-1, csf (group:pca1csf)"
"4449","LOINC:53714-2",0.0654191410655056,"glial nuclear type 1 ab, csf (group:glial1-csf)"
"4450","LOINC:35143-7",0.0654191410655056,"pca-2, csf (group:pca2csf)"
"4448","LOINC:35144-5",0.0654191410655055,"anna-3, csf (group:anna3csf)"
"4443","LOINC:35385-4",0.0654191410655055,"crmp-5 igg ab, csf (group:crmpigg)"
"2619","LOINC:2640-1",0.0653268949174301,"urine myoglobin (group:umyo)"
"1219","LOINC:14211-7",0.065269130581793,"hev ab, igg (group:hbe-igg)"
"226","PheCode:512",0.0649824571545737,"Other symptoms of respiratory system"
"129","PheCode:585",0.0648640951328137,"Renal failure"
"1376","CCS-PCS:71",0.0646809168721671,"gastrostomy, temporary and permanent"
"3922","LOINC:33210-6",0.0636511084142409,"soluble transferrin receptor(nmol/l) (group:stran-r)"
"925","LOINC:30522-7",0.0636105565029324,"crp, high sens. (cardio) (group:hscrp)"
"2646","LOINC:25742-8",0.0635798085475018,"prothrombin fragment 1+2 (group:ptfrag12)"
"3305","RXNORM:1008559",0.0624932544363764,"ferrous fumarate/folic acid"
"6510","LOINC:X1090-0",0.0624630517172944,"fungal ab panel (group:fngabp)"
"1906","LOINC:13248-0",0.0622922980116455,"hdv ab (group:hdvab)"
"5028","LOINC:21511-1",0.0619761558860569,"salmonella paratyphi a h ab (group:salohga)"
"5029","LOINC:21513-7",0.0619761558860569,"salmonella paratyphi b h ab (group:salohgb)"
"5030","LOINC:13285-2",0.0619761558860569,"salmonella typhi o d ab (group:saloagd)"
"5031","LOINC:13284-5",0.0619761558860569,"salmonella typhi h d ab (group:salohgd)"
"1230","LOINC:739-3",0.061528957881171,"metamyelocyte# (group:ametas)"
"95","LOINC:30180-4",0.0608450713632915,"basophils (group:basop)"
"2626","LOINC:1960-4",0.0606588534054204,"hco3, arterial (group:ahco3)"
"5574","LOINC:31290-0",0.0606295673544718,"centromere ab, igg (group:aca-igg)"
"4961","PheCode:381.3",0.0602356998129093,"Mastoiditis & related conditions"
"6283","LOINC:3052-8",0.0601703743200678,"reverse t3 (ng/dl) (group:revt3)"
"5794","LOINC:27099-1",0.0599183471682751,"vitamin b2 (group:vitb2)"
"1291","RXNORM:2599",0.05944814599208,"clonidine"
"5448","RXNORM:1599788",0.0590288597181768,"secukinumab"
"5322","RXNORM:1311070",0.0589911477801311,"lanthanum"
"2108","PheCode:425.8",0.0589507653812732,"Other cardiomyopathy"
"4447","LOINC:17343-5",0.0588838935358881,"anna-2 (ri ab), csf (group:riabcsf)"
"342","LOINC:4537-7",0.0586870898559437,"esr (group:esr)"
"2723","CCS-PCS:229",0.0586864785029673,"nonoperative removal of foreign body"
"1136","LOINC:4092-3",0.0585446733514991,"LOINC:VANCOMYCIN"
"3687","PheCode:334.2",0.0582476215827417,"Anterior horn cell disease"
"442","RXNORM:214488",0.0576825450471751,"dextromethorphan/guaifenesin"
"1510","RXNORM:491498",0.0576368860093671,"carboxymethylcellulose sodium"
"3103","LOINC:3174-0",0.0576358443747356,"at iii antigen (group:atiiia)"
"572","RXNORM:4603",0.0572913433986489,"furosemide"
"2462","LOINC:20075-8",0.0570431247375116,"peep/cpap (group:peep/cpap)"
"1415","PheCode:519.2",0.0568701303611417,"Respiratory complications"
"4863","RXNORM:8794",0.0567696641855828,"propylthiouracil"
"1411","RXNORM:29561",0.0566003635743091,"meropenem"
"1045","RXNORM:20481",0.0564452728228484,"cefepime"
"689","RXNORM:5032",0.0563265877922661,"guaifenesin"
"3575","PheCode:599.6",0.0562273800280389,"Oliguria and anuria"
"2459","LOINC:19839-0",0.0559060017125616,"spontaneous respiratory rate (group:srr)"
"4456","LOINC:X1878-8",0.0558177318238748,"nmda r1 ab, csf (group:nmda-csf)"
"1322","LOINC:20564-1",0.0554740467920452,"so2, unspecified (group:so2-unspec)"
"2403","RXNORM:1299884",0.0554701771296855,"ammonia"
"5856","PheCode:324.1",0.0554469279163458,"Jakob-Creutzfeldt disease"
"3616","PheCode:528.11",0.054962742969869,"Stomatitis and mucositis (ulcerative)"
"849","PheCode:441.1",0.0547207705905445,"Acute vascular insufficiency of intestine"
"2652","RXNORM:337623",0.0546766661327078,"dornase alfa,rdna"
"3258","LOINC:32769-2",0.054544219344837,"a1 antitrypsin phenotyping (group:a1atp)"
"3259","PheCode:473.3",0.0544595740738548,"Paralysis/spasm of vocal cords or larynx"
"2463","LOINC:20112-9",0.0543234034954159,"vent tidal volume (group:ventvol)"
"780","PheCode:427.7",0.0539297933424646,"Tachycardia NOS"
"5969","PheCode:695.21",0.0539126361657062,"Dermatitis herpetiformis"
"73","RXNORM:161",0.0539076412367298,"acetaminophen"
"4439","LOINC:XC191-7",0.0533859279195537,"ampa-receptor ab (group:ampa-r)"
"201","LOINC:772-4",0.0528936469836945,"LOINC:ERYTHROCYTES.NUCLEATED"
"200","LOINC:19048-8",0.0528936469836945,"nrbc% (auto) (group:nrbc%)"
"6153","LOINC:15060-7",0.0524525371507638,"neuron specific enolase (group:nsen)"
"2792","PheCode:275.53",0.0523170682634327,"Disorders of phosphorus metabolism"
"6157","LOINC:5633-3",0.052022832355758,"copper, timed urine (ug/24hr) (group:t/ucu)"
"2460","LOINC:19835-8",0.0517444203990835,"ventilator rate (group:vent-rate)"
"798","LOINC:13047-6",0.0515029070937311,"plasma cells (%) (group:pcell)"
"4815","RXNORM:1302826",0.0514267068330754,"phentermine/topiramate"
"5433","RXNORM:1356552",0.0514042764328356,"perampanel"
"344","RXNORM:18993",0.0511461079265896,"benzonatate"
"5852","PheCode:277.1",0.0511206585036467,"Disorders of porphyrin metabolism"
"2461","LOINC:20124-4",0.0511131602241773,"vent mode (group:vent)"
"1341","PheCode:506",0.0509397188109024,"Empyema and pneumothorax"
"1818","PheCode:516.1",0.05086057961987,"Hemoptysis"
"232","PheCode:514",0.0508106054955546,"Abnormal findings examination of lungs"
"799","PheCode:292",0.0507259224774781,"Neurological disorders"
"2197","PheCode:371.33",0.0506529195878986,"Noninfectious dermatoses of eyelid"
"5316","LOINC:49295-9",0.0505742418456645,"protein electro, csf (group:pep-csf)"
"1817","PheCode:516",0.0503769100004354,"Abnormal sputum"
"77","LOINC:6768-6",0.0503031282682726,"alkaline phosphatase (group:alkp)"
"435","LOINC:1994-3",0.0502364467634782,"ionized calcium (group:ic)"
"4445","LOINC:11089-0",0.0501505247477824,"anna (hu), csf (group:csfanna)"
"1718","RXNORM:4177",0.0499639621219384,"etomidate"
"875","LOINC:11558-4",0.0499372874619729,"LOINC:PH"
"1089","LOINC:3187-2",0.0496686375903452,"factor ix (group:fix)"
"2142","PheCode:272.14",0.0495303213489923,"Hyperchylomicronemia"
"5011","RXNORM:816346",0.0493334705154973,"dexlansoprazole"
"4752","RXNORM:40114",0.0491687667101504,"guanfacine"
"3982","RXNORM:72435",0.0491610852271925,"anakinra"
"1502","LOINC:22080-6",0.0491437793264427,"adenovirus ab (group:adenotr)"
"399","LOINC:740-1",0.0491116763966636,"LOINC:METAMYELOCYTES/100 LEUKOCYTES"
"105","LOINC:26485-3",0.0490212730329735,"monocytes (group:mon)"
"4559","LOINC:16970-6",0.0488537277708186,"histoplasma ab(s) (group:hcapp)"
"959","RXNORM:6218",0.0488470467116776,"lactulose"
"94","LOINC:26478-8",0.0487052219965059,"lymphocytes (group:lymp)"
"2464","LOINC:19941-4",0.0485587075013643,"liters/min (group:liter)"
"3748","LOINC:3282-1",0.0484735142931374,"lupus anticoagulant (hexagonal phase) (group:luphex)"
"2333","PheCode:295.1",0.0483636494111574,"Schizophrenia"
"5821","LOINC:14205-9",0.0482617141238852,"coccidioides ag (group:cimmag)"
"3641","LOINC:6772-8",0.0482416545133891,"apolipoprotein b (group:apob)"
"4788","PheCode:795.81",0.0481928055614917,"Elevated carcinoembryonic antigen [CEA]"
"3841","LOINC:20768-8",0.0479083957381542,"coccidiodes ab (group:coccidio)"
"6062","LOINC:22116-8",0.0476439282730531,"pertussis ab titer (group:pertabt)"
"199","LOINC:776-5",0.0475545892686213,"mean platelet volume (group:mvp)"
"1615","RXNORM:167",0.047542400594865,"acetazolamide"
"81","LOINC:1742-6",0.0473205345373125,"alt (sgpt) (group:sgpt)"
"908","RXNORM:1908",0.0473064879949891,"calcium gluconate"
"1721","PheCode:480.13",0.0472052477082572,"MRSA pneumonia"
"82","LOINC:1920-8",0.0467249607020396,"ast (sgot) (group:sgot)"
"233","PheCode:079",0.0466775839713751,"Viral infection"
"5705","RXNORM:19552",0.0464807346675405,"cefprozil"
"2600","LOINC:75755-9",0.0462935166781946,"mssa dna (group:mssa-dna)"
"741","RXNORM:6711",0.0461331513030552,"melatonin"
"2345","RXNORM:56466",0.0453823537388529,"sodium citrate"
"1048","RXNORM:433",0.0453415034371223,"albumin"
"5502","RXNORM:8004",0.0453325972508926,"pentobarbital"
"2331","PheCode:295",0.0452521951365417,"Schizophrenia and other psychotic disorders"
"1519","LOINC:20457-8",0.0450520634968322,"yeast/fungi (group:uas-hyeas)"
"91","LOINC:711-2",0.04465529186284,"abs eos auto (group:aeos)"
"92","LOINC:712-0",0.0446375567163765,"abs eos manual (group:aeo)"
"1732","LOINC:2614-6",0.0445129302163269,"LOINC:METHEMOGLOBIN/HEMOGLOBIN.TOTAL"
"797","LOINC:11282-1",0.0443352918751504,"total cells counted (group:tcnt)"
"1462","RXNORM:2396",0.0440955158081527,"chlorothiazide"
"84","LOINC:1975-2",0.0440472672270054,"total bilirubin (group:tbili)"
"2015","LOINC:51867-0",0.0439896655222762,"cml (bcr-abl) gene analysis (group:bcr/abl)"
"1324","LOINC:X1731-9",0.043931212293532,"ph (uncorrected) (group:phu)"
"1323","LOINC:X1732-7",0.0439312122935319,"pco2 (uncorrected) (group:pco2u)"
"1325","LOINC:X1733-5",0.0439312122935319,"po2 (uncorrected) (group:po2u)"
"86","LOINC:705-4",0.0433251716523096,"abs basos manual (group:abaso)"
"1141","PheCode:288.2",0.043160790708525,"Elevated white blood cell count"
"3437","PheCode:316.1",0.0431567606480774,"Polyneuropathy due to drugs"
"1042","LOINC:2711-0",0.0430651111359508,"so2, venous (group:so2-venous)"
"1334","RXNORM:6130",0.0430479949517726,"ketamine"
"3688","PheCode:334.21",0.0430265494460946,"Amyotrophic Lateral Sclerosis"
"1412","PheCode:290",0.0428038117268064,"Delirium dementia and amnestic and other cognitive disorders"
"3759","LOINC:51753-2",0.042779402726226,"histoplasma ag (ng/ml) (group:hist-ag)"
"4983","LOINC:3335-7",0.0426618305007287,"amitriptyline+nortriptyline (group:aminor)"
"78","LOINC:1751-7",0.042645441558918,"albumin (group:alb)"
"2193","RXNORM:466426",0.0421673920602653,"benzocaine/menthol"
"6293","LOINC:33408-6",0.0418102140870522,"c2 (u/ml) (group:c2uml)"
"1575","PheCode:292.3",0.0417844386393692,"Memory loss"
"1504","LOINC:38400-8",0.0416476036520926,"parainfluenza 1-3 abs (group:para1-3abs)"
"1517","LOINC:24103-4",0.0415751358553417,"plasma cells# (group:aplasma)"
"4582","PheCode:258.1",0.0415439836899431,"Postablative ovarian failure"
"1919","PheCode:480.5",0.0414989251583722,"Bronchopneumonia and lung abscess"
"6294","LOINC:X1443-1",0.0413035102749101,"interpretation (c2) (group:c2int)"
"351","RXNORM:8591",0.0412406216082202,"potassium chloride"
"4434","LOINC:33924-2",0.0410138298896587,"anna-3 (group:anna3)"
"1518","LOINC:2339-0",0.0409116047589595,"glucose, whole bld (group:glu-wb)"
"2041","PheCode:427.61",0.0408997645678266,"Supraventricular premature beats"
"4320","LOINC:55876-7",0.0408421197596948,"homocitrulline (group:homocitrlne)"
"4326","LOINC:26610-6",0.0408421197596947,"hydroxylysine (group:oh-lysine)"
"4304","LOINC:26600-7",0.0408421197596947,"a-aminoadipate (group:aaadip)"
"6128","RXNORM:690733",0.0403852572817633,"lanolin/mineral oil"
"273","RXNORM:221147",0.0403211940182677,"polyethylene glycol 3350"
"1384","RXNORM:5093",0.0401107196611941,"haloperidol"
"4386","RXNORM:19484",0.0400712302940969,"bisoprolol"
"292","RXNORM:36387",0.0398690675353111,"sennosides"
"8","PheCode:427.5",0.0391992030853263,"Arrhythmia (cardiac) NOS"
"1516","LOINC:3287-0",0.0391971698879527,"phospholipid ab, igm (group:apa-igm)"
"1515","LOINC:7801-4",0.0391971698879524,"phospholipid ab, igg (group:apa-igg)"
"1514","LOINC:19140-3",0.0390138358362398,"phospholipid ab (group:apa)"
"1695","PheCode:649",0.0388431143843523,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
"225","CCS-PCS:205",0.0387159391475271,"arterial blood gases"
"4427","LOINC:X1894-5",0.0383760063666062,"autoimmunity panel (group:autoimm)"
"4488","PheCode:433.12",0.0382652769102898,"Cerebral atherosclerosis"
"839","CCS-PCS:54",0.03824532696651,"other vascular catheterization, not heart"
"3107","RXNORM:10869",0.038212465267105,"tropicamide"
"4321","LOINC:26599-1",0.0381520047008457,"anserine (group:anseri)"
"4339","LOINC:26613-0",0.0381520047008457,"sarcosine (group:sarco)"
"775","PheCode:529",0.0379756534370288,"Diseases and other conditions of the tongue"
"3824","LOINC:70173-0",0.0379238604370722,"jcv (pml) ab (group:jcvab)"
"244","RXNORM:3640",0.0377052028812752,"doxycycline"
